COMBO_COMPANY_ID_18,COMBO_COMPANY_NAME,ACCT_ID_18,ACCT_NM,TEAM_TERRITORY_NAME,ACCT_OWN_FULL_NM,COMBO_LOCKED_CITY,COMBO_LOCKED_STATE,COMBO_LOCKED_INDUSTRY,ACCT_OWN_LVL_4_USR_NM,ACCT_OWN_LVL_5_USR_NM,FY27_C360_AOV,COMBO_EMPLOYEE_COUNT,ACCT_TIER,ATR,FY27 Q1 ACV,FY27 Q2 ACV
aBR3y000000H88mGAC,"Venturedyne, Ltd.",0010M00001UVOZdQAP,Thermotron,AMER_PACE_MAE_CMRCL_MFG_C_SEC_MM_01,Claire Vasiljevich,Holland,MI,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - MFG - C - AVP,Josh Child,0,350,Tier 2,0,0,0
0013y00001eIr6xAAC,Budget Blinds of Tampa,0013y00001eIr6xAAC,Budget Blinds of Tampa,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_08,Taylor Schlosser,Tampa,FL,Retail & CG,Adam Kassam,Tanner DeVries,0,1000,Tier 1,0,0,0
0010M00001WIVvEQAX,Car Talk,0010M00001WIVvEQAX,Car Talk,AMER_PACE_MAE_CMRCL_AUE_NE_MM_05,Benewaa Owusu,Oakland,CA,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Sara Bissmeyer,0,303,Tier 1,0,0,0
aBR300000004Di6GAE,"KAWASAKI HEAVY INDUSTRIES, LTD.",001ed00000nQfhdAAC,Kawasaki Engines ITSM,AMER_PACE_MAE_CMRCL_MFG_C_MII_GB_01,Leslie Brandtjen,GRAND RAPIDS,MI,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - MFG - C - AVP,Bailey Kasik,0,1129,Tier 1,0,0,0
aBR3y000000bsQjGAI,Master International Corporation,0010000000135xMAAQ,Master Electronics,AMER_PACE_MAE_CMRCL_MFG_E_FLG_MM_04,Candace Williams,Tampa,FL,"Manufacturing, Automotive & Energy",Stephen Keller,Dustin Kolo,0,485,Tier 2,0,0,0
aBR3y0000000Hf1GAE,"K & M Tire, Inc.",0013000000M2RcCAAV,"K&M Tire, Inc.",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_01,adam rodman,Delphos,OH,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,800,Tier 2,0,0,0
aBR0M000000GnSUWA0,ARAMCO Saudi Arabian Oil Company,0013000001NXnuUAAT,"Niantic, Inc.",AMER_PACE_MAE_CMRCL_MFG_W_PSW_GB_02,Andrew Lopez,San Francisco,CA,Communications & Media,John Tragas,Eric Pilon-Bignell,0,501,Tier 2,0,0,0
00130000002xb1NAAQ,The Honey Baked Ham Company,00130000002xb1NAAQ,The Honey Baked Ham Company,AMER_PACE_RCG_CMRCL_GB_CG_FMCG_E_01,Matthew de Castro,CINCINNATI,OH,Retail & CG,Marshall Hall,Rebecca Daharsh,0,1001,Tier 3,0,0,0
aBR300000004DCUGA2,PERNOD RICARD,0013000000ZlqeWAAR,Tequila Avion (Pernod Ricard),AMER_PACE_RCG_CMRCL_GB_CG_HMDU_E_04,Luke Olsen,New York,NY,Retail & CG,Marshall Hall,Rebecca Daharsh,0,1985,Tier 4,0,0,0
aBR3y0000004r4DGAQ,"Azenta, Inc.",0010M00001Qm7pYQAR,"RURO, Inc.",AMER_PACE_MAE_CMRCL_MFG_E_NNE_GB_02,Stephanie Henrich,South Plainfield,MA,Healthcare & Life Sciences,Stephen Keller,Sam Telfer,0,3500,Tier 3,0,0,0
001ed00000JhOIoAAN,Tak Sang,001ed00000JhOIoAAN,Tak Sang,AMER_PACE_RCG_CMRCL_MM_NL_CG_04,Gabriel Flores,San Francisco,CA,Retail & CG,Adam Kassam,Kyle Warren,0,849,Tier 3,0,0,0
aBRed000002Ibb7GAC,Rockfish,00130000002xd0xAAA,Rockfish Seafood Grill,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_07,John Summers,Richardson,TX,Retail & CG,Adam Kassam,Tanner DeVries,0,550,Tier 3,0,0,0
aBRed0000004viyGAA,Trend Technologies LLC,0013y00001hNocRAAS,Trend Technologies - DUPE,AMER_PACE_MAE_CMRCL_MFG_W_PSW_GB_03,Mary Leonard,Chino,CA,"Manufacturing, Automotive & Energy",John Tragas,Eric Pilon-Bignell,0,1001,Tier 4,0,0,0
aBR3y0000000DSIGA2,"Fleetpride, Inc.",0013000001NXca8AAD,Triple K Fleet Service (FleetPride Sub),AMER_PACE_MAE_CMRCL_MFG_W_TXL_GB_03,Galit Rikovitch,Irving,TX,"Manufacturing, Automotive & Energy",John Tragas,John Berg,0,2387,Tier 4,0,0,0
0013000001FizjzAAB,Contra Costa Country Club,0013000001FizjzAAB,Contra Costa Country Club,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_LOA_TempCoverage_01A,Colin O'Brien,Pleasant Hill,CA,Retail & CG,Adam Kassam,Tanner DeVries,0,501,Tier 3,0,0,0
0010M00001SJ2rLQAT,Melt Bar & Grilled,0010M00001SJ2rLQAT,Melt Bar & Grilled,AMER_PACE_RCG_CMRCL_MM_NL_CG_03,Dakota Burk,Independence,OH,Retail & CG,Adam Kassam,Kyle Warren,0,732,Tier 4,0,0,0
aBR300000004EBoGAM,"Monogram Food Solutions, LLC",0013000000rpkeFAAQ,"Trail's Best Snacks, LLC",AMER_PACE_RCG_CMRCL_GB_CG_HMDU_E_04,Luke Olsen,Memphis,TN,Retail & CG,Marshall Hall,Rebecca Daharsh,0,3000,Tier 3,0,0,0
aBR3y0000000GU5GAM,Electric Power Board Of Chattanooga,0013y00001cTO94AAG,Epb,AMER_PACE_MAE_CMRCL_AUE_SE_MM_01,Conor O'Malley,Chattanooga,TN,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Jason Fajardo,0,764,Tier 4,0,0,0
aBR300000004QTEGA2,"SEKISUI CHEMICAL CO., LTD.",0013000001CDPYxAAP,"Kydex, LLC (Sekisui SPI)",AMER_PACE_MAE_CMRCL_MFG_W_PNW_MM_02,Joseph Scheffer,Austell,WA,"Manufacturing, Automotive & Energy",John Tragas,Brent Cambra,0,999,Tier 3,0,0,0
0013y00001cVemnAAC,Lorann LLC,0013y00001cVemnAAC,Lorann LLC,AMER_PACE_MAE_CMRCL_MFG_E_NJC_GB_TempCoverage_03,Andrew Peck,Auburn Hills,New York,"Manufacturing, Automotive & Energy",Stephen Keller,Lucas Crowley,0,1792,Tier 3,0,0,0
aBRed000000B5ijGAC,Berkshire Ice Cmrcl,0013y00001eeK7EAAU,NFM,AMER_PACE_RCG_CMRCL_MM_RETAIL_E_01,Carly Aronin,Kansas City,MO,Retail & CG,Adam Kassam,David Freifeld,0,2500,Tier 4,0,0,0
00130000002xbYPAAY,"Labinal, Inc.",00130000002xbYPAAY,"Labinal, Inc.",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_W_04,Ruben Munoz,Pryor,OK,"Manufacturing, Automotive & Energy",John Tragas,AMER - PACE - MAE - CMRCL - MFG - W - MM - NL - W - RVP,0,900,Tier 4,0,0,0
aBR300000004QTtGAM,"Mitsui Chemicals, Inc.",0013000000hJZ2mAAG,Coburn Technologies,AMER_PACE_MAE_CMRCL_MFG_E_NJC_MM_TempCoverage_04B,Sydney Keaton,White Plains,NY,"Manufacturing, Automotive & Energy",Stephen Keller,Lucas Crowley,0,830,Tier 3,0,0,0
aBR3y0000004tFtGAI,"Galls, Inc.",0013000001CCw8MAAT,"Best Uniforms, Inc",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_06,Nolan Barrett,Lexington,KY,Retail & CG,Adam Kassam,Tanner DeVries,0,600,Tier 4,0,0,0
aBR300000004Di6GAE,"KAWASAKI HEAVY INDUSTRIES, LTD.",0010M00001W7lHNQAZ,"Kawasaki Motors Manufacturing Corp., U.S.A.",AMER_PACE_MAE_CMRCL_MFG_C_MII_GB_01,Leslie Brandtjen,GRAND RAPIDS,MI,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - MFG - C - AVP,Bailey Kasik,0,1129,Tier 3,0,0,0
0013000001JdCA4AAN,BeLeaf Medical,0013000001JdCA4AAN,BeLeaf Medical,AMER_PACE_RCG_CMRCL_GB_RETAIL_E_04,Michael LoPresti,Lees Summit,MO,Retail & CG,Marshall Hall,Glenn Harvin,0,3643,Tier 3,0,0,0
0013000001LVsQ9AAL,Locals 8 Restaurant Group,0013000001LVsQ9AAL,Locals 8 Restaurant Group,AMER_PACE_RCG_CMRCL_GB_RETAIL_E_06,Ronica Dhaliwal,HARTFORD,CT,Retail & CG,Marshall Hall,Glenn Harvin,0,2606,Tier 3,0,0,0
aBRed000000A64CGAS,Village Super Markets,0013y00001d78r7AAA,Village Super Markets,AMER_PACE_RCG_CMRCL_GB_RETAIL_E_05,Taylor Remsen,Springfield,NJ,Retail & CG,Marshall Hall,Glenn Harvin,0,2170,Tier 3,0,0,0
aBR300000004DX9GAM,Columbus McKinnon Corporation,00100000001LCYPAA4,"Magnetek, Inc.",AMER_PACE_MAE_CMRCL_MFG_E_NJC_GB_01,Joseph Madrazo,Charlotte,NC,"Manufacturing, Automotive & Energy",Stephen Keller,Lucas Crowley,0,3328,Tier 3,0,0,0
0013y00001eXmmQAAS,Stoll America Knitting Machinery Inc,0013y00001eXmmQAAS,Stoll America Knitting Machinery Inc,AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_07,Jordan Thomas,New York,NY,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,1000,Tier 3,0,0,0
0013000001JybROAAZ,Numero Uno Acquistion LLC,0013000001JybROAAZ,Numero Uno Acquistion LLC,AMER_PACE_RCG_CMRCL_MM_NL_CG_02,Brandon Mathis,Los Angeles,CA,Retail & CG,Adam Kassam,Kyle Warren,0,850,Tier 4,0,0,0
aBRed000000GY96GAG,"Coulter Cadillac, Inc. (Coulter Automotive Group)",0013000001NX6p1AAD,"Coulter Cadillac, Inc. (Coulter Automotive Group)",AMER_PACE_MAE_CMRCL_AUE_W_GB_02,Gwendolyn Ortiz,Phoenix,AZ,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Kay Boakye-Yiadom,0,1001,Tier 3,0,0,0
0013000001MsTILAA3,Ellis & Watts (Dupe),0013000001MsTILAA3,Ellis & Watts (Dupe),AMER_PACE_RCG_CMRCL_GB_CG_HMDU_E_04,Luke Olsen,Omaha,CT,"Manufacturing, Automotive & Energy",Marshall Hall,Rebecca Daharsh,0,10001,Tier 4,0,0,0
0013y00001eXlYZAA0,(DUPE) - Charles Tyrwhitt Llp*,0013y00001eXlYZAA0,(DUPE) - Charles Tyrwhitt Llp*,AMER_PACE_RCG_CMRCL_MM_NL_CG_05,Grady Saunders,New York,NY,Retail & CG,Adam Kassam,Kyle Warren,0,1000,Tier 4,0,0,0
0010M00001QkO4tQAF,Kunes Country #dupe,0010M00001QkO4tQAF,Kunes Country #dupe,AMER_PACE_MAE_CMRCL_AUE_SE_MM_01,Conor O'Malley,Sterling,IL,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Jason Fajardo,0,501,Tier 4,0,0,0
0013000001L5xIdAAJ,The Meatball Shop - OOB,0013000001L5xIdAAJ,The Meatball Shop - OOB,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_02,Colby Stiglic,New York,NY,Retail & CG,Adam Kassam,Tanner DeVries,0,330,Tier 4,0,0,0
0013000000KxL0NAAV,Daphne's California Greek (OOB),0013000000KxL0NAAV,Daphne's California Greek (OOB),AMER_PACE_RCG_CMRCL_MM_NL_CG_02,Brandon Mathis,SAN DIEGO,CA,Retail & CG,Adam Kassam,Kyle Warren,0,850,Tier 4,0,0,0
001ed00000A4cc2AAB,"Sixth Street Partners, LLC (DUPE)",001ed00000A4cc2AAB,"Sixth Street Partners, LLC (DUPE)",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_07,John Summers,austin,TX,Retail & CG,Adam Kassam,Tanner DeVries,0,500,Tier 4,0,0,0
0010M00001WJLwlQAH,Crown Brands (OOB),0010M00001WJLwlQAH,Crown Brands (OOB),AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_TempCovrage_05B,Ivette Johnson,Lincolnshire,IL,Retail & CG,Adam Kassam,Tanner DeVries,0,314,Tier 4,0,0,0
0010M00001TyZPsQAN,Crossroads Mobile Maintenance (Acquired),0010M00001TyZPsQAN,Crossroads Mobile Maintenance (Acquired),AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_TempCoverage_03A,Joseph Insana,Reed City,MI,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,501,Tier 4,0,0,0
0010M00001WaJBQQA3,Magic gourmet trading INC (OOB),0010M00001WaJBQQA3,Magic gourmet trading INC (OOB),AMER_PACE_RCG_CMRCL_MM_NL_CG_08,Justin Allan,Millbrae,CA,Retail & CG,Adam Kassam,Kyle Warren,0,500,Tier 4,0,0,0
0013000001JyZwQAAV,TDS Services Inc (OOB),0013000001JyZwQAAV,TDS Services Inc (OOB),AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_TempCovrage_05A,Colby Stiglic,Mount Vernon,IL,Retail & CG,Adam Kassam,Tanner DeVries,0,400,Tier 4,0,0,0
aBRed0000028TevGAE,Tetco Inc (DUPE - Owned by 7Eleven),001ed00000JhPd3AAF,Tetco Inc (DUPE - Owned by 7Eleven),AMER_PACE_MAE_CMRCL_AUE_W_GB_LOA_TempCoverage_03,Gwendolyn Ortiz,San Antonio,TX,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Kay Boakye-Yiadom,0,3500,Tier 4,0,0,0
0013000001JyWIIAA3,Queen Enterprises L L C (DUPE),0013000001JyWIIAA3,Queen Enterprises L L C (DUPE),AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_07,John Summers,Paola,KS,Retail & CG,Adam Kassam,Tanner DeVries,0,396,Tier 4,0,0,0
00130000001tlqPAAQ,"Columbia Steel Casting Co., Inc. - OOB",00130000001tlqPAAQ,"Columbia Steel Casting Co., Inc. - OOB",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_W_09,Stephanie Lowry,Portland,OR,"Manufacturing, Automotive & Energy",John Tragas,AMER - PACE - MAE - CMRCL - MFG - W - MM - NL - W - RVP,0,350,Tier 4,0,0,0
aBRed000000GXI7GAO,AIMS Companies LLC (Dupe),0013y00001fhtsgAAA,AIMS Companies LLC (Dupe),AMER_PACE_MAE_CMRCL_MFG_C_MWE_MM_01,Alex Ritschard,Scottsdale,AZ,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - MFG - C - AVP,Isaac Rush,0,501,Tier 4,0,0,0
001ed0000044b1vAAA,Fabcon (DUPE),001ed0000044b1vAAA,Fabcon (DUPE),AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_W_LOA_TEMPCOVERAGE_08,Gabrielle Carels,SANTA ANA,CA,"Manufacturing, Automotive & Energy",John Tragas,AMER - PACE - MAE - CMRCL - MFG - W - MM - NL - W - RVP,0,500,Tier 4,0,0,0
0013000000LzX2WAAV,European American Foods Group (OOB),0013000000LzX2WAAV,European American Foods Group (OOB),AMER_PACE_RCG_CMRCL_MM_NL_CG_06,Martha Abotchie,Bayonne,NJ,Retail & CG,Adam Kassam,Kyle Warren,0,325,Tier 4,0,0,0
0013y00001f9DrrAAE,Casting Lights - OOB,0013y00001f9DrrAAE,Casting Lights - OOB,AMER_PACE_RCG_CMRCL_MM_NL_CG_08,Justin Allan,Los angeles,CA,Retail & CG,Adam Kassam,Kyle Warren,0,1000,Tier 4,0,0,0
0013000001JyhrfAAB,"Choate & Company, Inc. (DUPE)",0013000001JyhrfAAB,"Choate & Company, Inc. (DUPE)",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_TempCovrage_05B,Ivette Johnson,Waconia,MN,Retail & CG,Adam Kassam,Tanner DeVries,0,350,Tier 4,0,0,0
0013000001JyUSeAAN,"Fred Flemings Famous Bar-B-Que Restaurants, Llc (OOB)",0013000001JyUSeAAN,"Fred Flemings Famous Bar-B-Que Restaurants, Llc (OOB)",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_08,Taylor Schlosser,Tampa,FL,Retail & CG,Adam Kassam,Tanner DeVries,0,400,Tier 4,0,0,0
00130000016j1rRAAQ,"Shanghai NAR Industrial Co., Ltd. (DUPE)",00130000016j1rRAAQ,"Shanghai NAR Industrial Co., Ltd. (DUPE)",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_06,Joseph Insana,Shanghai,VA,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,481,Tier 4,0,0,0
0013y00001dQbLIAA0,"(DUPE) - Pepsi Cola Of Florence, LLC",0013y00001dQbLIAA0,"(DUPE) - Pepsi Cola Of Florence, LLC",AMER_PACE_RCG_CMRCL_MM_NL_CG_05,Grady Saunders,Florence,SC,Retail & CG,Adam Kassam,Kyle Warren,0,500,Tier 4,0,0,0
0010M00001WHqezQAD,Meiya Group- AeroEngines (DUPE),0010M00001WHqezQAD,Meiya Group- AeroEngines (DUPE),AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_06,Joseph Insana,,VA,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,900,Tier 4,0,0,0
0013000001JycF1AAJ,Har-Mar Foods Inc DUPE,0013000001JycF1AAJ,Har-Mar Foods Inc DUPE,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_TempCovrage_05A,Colby Stiglic,Marshall,MN,Retail & CG,Adam Kassam,Tanner DeVries,0,350,Tier 4,0,0,0
00130000008SL1aAAG,Synergy Outdoors (DUPE),00130000008SL1aAAG,Synergy Outdoors (DUPE),AMER_PACE_RCG_CMRCL_MM_NL_CG_02,Brandon Mathis,New Roads,LA,Retail & CG,Adam Kassam,Kyle Warren,0,301,Tier 4,0,0,0
00130000005YHRCAA4,"Cordua Restaurants, LP (OOB)",00130000005YHRCAA4,"Cordua Restaurants, LP (OOB)",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_07,John Summers,Houston,TX,Retail & CG,Adam Kassam,Tanner DeVries,0,400,Tier 4,0,0,0
aBR3y000000LIAMGA4,"Service Tire Truck Center, Inc.",00130000002xbl8AAA,"Service Tire Truck Center, Inc.",AMER_PACE_MAE_CMRCL_AUE_NE_MM_05,Benewaa Owusu,Bethlehem,PA,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Sara Bissmeyer,0,629,Tier 2,0,0,0
aBRed000000EMIVGA4,Vermont Flannel Company,00130000001Nw31AAC,Vermont Flannel Company,AMER_PACE_RCG_CMRCL_MM_NL_CG_06,Martha Abotchie,SHELBURNE,VT,Retail & CG,Adam Kassam,Kyle Warren,0,500,Tier 3,0,0,0
0013y00001h1kriAAA,Cuisinart,0013y00001h1kriAAA,Cuisinart,AMER_PACE_MAE_CMRCL_AUE_NE_GB_03,John Tomesco,Stamford,CT,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Sara Bissmeyer,0,1001,Tier 4,0,0,0
aBR3y000000HGnjGAG,"Unique Fabricating, Inc.",00130000002xXsaAAE,Unique Fabricating Incorporated (DUPE),AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_06,Joseph Insana,Auburn Hills,MI,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,734,Tier 4,0,0,0
aBR0M000000bpCpWAI,"Markwins Beauty Brands, Inc.",0010M00001So9vtQAB,Markwins,AMER_PACE_RCG_CMRCL_MM_NL_CG_08,Justin Allan,city of industry,CA,Retail & CG,Adam Kassam,Kyle Warren,0,1001,Tier 4,0,0,0
aBR3y000000H7tXGAS,"Sea Watch International, Ltd.",00130000002xXO1AAM,Sea Watch International Ltd,AMER_PACE_RCG_CMRCL_MM_NL_CG_09,Nicholas Sublett,Easton,MD,Retail & CG,Adam Kassam,Kyle Warren,0,450,Tier 3,0,0,0
001ed00000d3oqMAAQ,"TRANSPORTES AEREOS PORTUGUESES, S.A. (TAP)",001ed00000d3oqMAAQ,"TRANSPORTES AEREOS PORTUGUESES, S.A. (TAP)",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_W_TempCoverage_05,Gabrielle Carels,Lake Forest,IL,"Manufacturing, Automotive & Energy",John Tragas,AMER - PACE - MAE - CMRCL - MFG - W - MM - NL - W - RVP,0,1000,Tier 2,0,0,0
aBR3y000000CfJeGAK,"Ruiz Food Products, Inc.",00130000002ENEAAA4,"Ruiz Foods, Inc. (MAIN)",AMER_PACE_RCG_CMRCL_GB_CG_HMDU_W_01,Grace Miller,Dinuba,CA,Retail & CG,Marshall Hall,Timothy Livas,0,2500,Tier 1,0,0,0
aBR300000004OaOGAU,"M-D Building Products, Inc.",0013000000HlaqWAAR,M-D Building Products,AMER_PACE_MAE_CMRCL_MFG_W_TXL_MM_05,Scott Thomson,OKLAHOMA CITY,OK,"Manufacturing, Automotive & Energy",John Tragas,John Berg,0,800,Tier 2,0,0,0
aBR300000004E2rGAE,Kenross Lux Two S.Àr.L.,0013000000hJFSOAA4,"Scotsman Industries, Inc (2nd Org)",AMER_PACE_MAE_CMRCL_MFG_E_FLG_MM_03,Olivia Stanziale,Woodridge,IL,"Manufacturing, Automotive & Energy",Stephen Keller,Dustin Kolo,0,800,Tier 3,0,0,0
